"CT","mx_mean","mx_lb","mx_ub","mx_se"
54.02,25,17.29,35.11,4.73
55.01,28.42,19.33,40.81,5.7
55.02,33.21,21.7,49.72,7.05
56.02,40.78,27.39,59.53,8.1
57.02,39.8,29.37,53.28,6.13
59.06,111.92,84.33,144.29,15.18
59.07,25.4,18.1,35.21,4.41
59.09,44.68,29.21,66.08,9.64
59.1,49.11,33.19,69.33,9.18
59.11,28.27,20.03,38.63,4.72
60.02,34.68,23.38,49.33,6.77
61,27.72,17.99,41.29,6.23
62,20.89,14.09,30.37,4.11
64,35.63,26.6,46.39,5.19
65,32.79,24.46,43.56,4.94
67.01,43.94,30.13,61.52,8.2
68,22.21,14.91,31.72,4.46
69.02,19.3,14.14,25.34,2.89
100.01,31.68,21.99,44.4,5.97
100.02,22.07,14.65,31.88,4.48
