CT,year,sex,ex_mean,ex_lb,ex_ub
185.21,1991,2,85.35,81.99,89.29
185.21,1991,3,81.03,78.73,83.53
186.01,1991,1,75.77,73.04,78.72
186.01,1991,2,79.34,76.60,82.23
186.01,1991,3,77.56,75.61,79.72
186.02,1991,1,74.79,72.22,77.66
186.02,1991,2,82.42,79.55,85.80
186.02,1991,3,78.66,76.66,80.78
186.05,1991,1,74.64,71.89,77.70
186.05,1991,2,85.38,82.03,89.19
186.05,1991,3,80.09,77.66,82.71
186.06,1991,1,77.39,74.22,80.88
186.06,1991,2,84.20,80.60,88.58
186.06,1991,3,80.99,78.49,83.90
186.07,1991,1,76.47,73.30,80.18
186.07,1991,2,81.71,78.77,85.50
186.07,1991,3,79.07,76.88,81.61
186.08,1991,1,77.36,74.42,81.09
186.08,1991,2,79.56,76.59,82.75
186.08,1991,3,78.48,76.21,80.83
187.03,1991,1,77.10,74.52,80.15
187.03,1991,2,83.27,80.03,87.35
187.03,1991,3,80.41,78.02,83.25
187.04,1991,1,72.29,69.99,74.58
187.04,1991,2,76.28,74.36,78.36
187.04,1991,3,74.25,72.67,75.86
187.06,1991,1,81.59,78.76,84.81
187.06,1991,2,86.31,82.98,90.23
187.06,1991,3,83.81,81.62,86.17
187.11,1991,1,78.90,75.73,82.46
187.11,1991,2,80.97,77.93,84.75
187.11,1991,3,79.91,77.67,82.57
187.12,1991,1,78.15,75.17,81.53
187.12,1991,2,81.44,78.39,85.37
187.12,1991,3,79.74,77.59,82.16
187.13,1991,1,78.79,75.99,82.02
187.13,1991,2,84.33,80.96,88.64
187.13,1991,3,81.41,79.15,84.05
187.14,1991,1,70.80,67.73,73.87
187.14,1991,2,74.00,71.06,77.16
187.14,1991,3,72.35,70.26,74.54
187.15,1991,1,80.10,77.15,83.55
187.15,1991,2,88.40,84.98,92.53
187.15,1991,3,83.69,81.26,86.20
188.01,1991,1,78.91,75.66,82.62
188.01,1991,2,83.09,79.43,87.51
188.01,1991,3,80.96,78.58,83.76
188.04,1991,1,78.03,75.44,81.13
188.04,1991,2,83.53,80.44,87.28
188.04,1991,3,80.86,78.67,83.20
188.05,1991,1,75.57,72.25,79.21
188.05,1991,2,82.37,78.68,86.67
188.05,1991,3,78.73,76.19,81.66
188.07,1991,1,79.36,75.85,83.40
188.07,1991,2,83.11,79.48,87.80
188.07,1991,3,81.20,78.46,84.33
188.08,1991,1,80.95,77.25,85.54
188.08,1991,2,84.11,79.89,89.18
188.08,1991,3,82.58,79.63,86.05
189.03,1991,1,75.83,73.26,78.66
189.03,1991,2,80.10,77.18,83.42
189.03,1991,3,77.92,75.98,79.97
189.05,1991,1,74.72,72.03,77.30
189.05,1991,2,83.88,80.74,87.45
189.05,1991,3,79.02,77.07,81.16
189.06,1991,1,80.42,77.33,84.02
189.06,1991,2,87.63,83.95,92.36
189.06,1991,3,83.94,81.38,86.82
189.08,1991,1,74.10,71.34,76.93
189.08,1991,2,80.61,77.76,84.34
189.08,1991,3,77.56,75.36,79.87
189.09,1991,1,77.74,74.61,81.26
189.09,1991,2,83.15,79.83,87.03
189.09,1991,3,80.42,78.10,83.10
189.1,1991,1,79.98,77.03,83.57
189.1,1991,2,82.26,79.14,85.94
189.1,1991,3,81.11,78.80,83.57
190.03,1991,1,72.66,70.61,74.72
190.03,1991,2,77.40,75.30,79.72
190.03,1991,3,75.06,73.60,76.59
190.04,1991,1,76.75,74.09,79.70
190.04,1991,2,81.17,78.35,84.19
190.04,1991,3,78.84,76.96,81.02
190.05,1991,1,75.62,72.01,79.70
190.05,1991,2,77.35,73.93,81.23
190.05,1991,3,76.38,73.87,79.35
191.03,1991,1,79.25,75.96,83.07
191.03,1991,2,88.09,84.49,92.08
191.03,1991,3,83.99,81.36,86.74
191.04,1991,1,67.65,65.09,70.09
191.04,1991,2,74.50,72.07,77.10
191.04,1991,3,70.97,69.16,72.85
191.05,1991,1,68.21,65.23,71.54
191.05,1991,2,82.08,78.25,86.19
191.05,1991,3,74.09,71.57,76.76
192,1991,1,72.81,70.37,75.45
192,1991,2,77.96,75.39,80.90
192,1991,3,75.13,73.37,77.02
200,1991,1,75.19,72.30,78.39
200,1991,2,80.35,77.26,83.99
200,1991,3,77.43,75.23,79.65
201,1991,1,73.07,70.14,76.40
201,1991,2,81.35,78.02,85.07
201,1991,3,77.10,74.71,79.47
202,1991,1,75.06,72.53,78.06
202,1991,2,84.98,81.73,88.99
202,1991,3,79.25,77.20,81.56
203,1991,1,75.46,72.90,78.19
203,1991,2,81.30,78.60,84.31
203,1991,3,78.41,76.49,80.47
204.01,1991,1,74.80,72.13,77.82
204.01,1991,2,86.58,82.70,91.11
204.01,1991,3,80.56,78.24,83.30
204.02,1991,1,72.73,70.49,75.33
204.02,1991,2,81.03,78.08,84.41
204.02,1991,3,76.98,75.12,79.15
205.02,1991,1,72.54,70.33,74.77
205.02,1991,2,81.13,78.41,84.12
205.02,1991,3,76.86,75.05,78.66
207,1991,1,71.67,68.73,75.16
207,1991,2,75.71,72.84,79.00
207,1991,3,73.63,71.45,76.16
208,1991,1,73.04,70.99,75.28
208,1991,2,80.94,78.86,83.23
208,1991,3,77.18,75.50,78.81
209,1991,1,72.75,70.70,74.83
209,1991,2,76.72,74.91,78.51
209,1991,3,74.81,73.37,76.15
210,1991,1,74.86,72.62,77.02
210,1991,2,84.19,81.83,86.70
210,1991,3,79.66,77.97,81.54
220,1991,1,73.68,70.71,77.09
220,1991,2,79.08,75.96,82.61
220,1991,3,76.30,73.89,78.80
221.01,1991,1,76.64,73.67,80.09
221.01,1991,2,80.58,77.57,83.90
221.01,1991,3,78.65,76.49,81.12
221.03,1991,1,79.42,76.66,82.74
221.03,1991,2,83.44,80.48,87.07
221.03,1991,3,81.56,79.30,84.12
221.04,1991,1,74.57,72.69,76.51
221.04,1991,2,82.86,80.95,84.94
221.04,1991,3,78.69,77.36,80.14
222.01,1991,1,77.28,75.04,80.33
222.01,1991,2,82.10,79.70,85.04
222.01,1991,3,79.79,78.01,81.87
222.02,1991,1,75.38,72.16,79.09
222.02,1991,2,82.36,79.06,86.10
222.02,1991,3,78.89,76.51,81.50
223.01,1991,1,75.14,72.38,78.15
223.01,1991,2,81.57,78.54,85.17
223.01,1991,3,78.26,76.24,80.49
223.02,1991,1,74.44,72.05,77.12
223.02,1991,2,80.28,77.27,83.55
223.02,1991,3,77.29,75.34,79.35
224.02,1991,1,72.77,70.50,74.96
224.02,1991,2,78.84,76.89,80.90
224.02,1991,3,76.08,74.41,77.61
225.01,1991,1,76.78,74.29,79.50
225.01,1991,2,83.59,81.09,86.77
225.01,1991,3,80.09,78.26,82.19
225.02,1991,1,72.42,69.65,75.34
225.02,1991,2,79.13,76.27,82.26
225.02,1991,3,75.60,73.51,77.86
226.02,1991,1,78.22,75.59,81.26
226.02,1991,2,81.90,79.39,84.86
226.02,1991,3,80.08,78.20,82.12
226.04,1991,1,77.64,74.56,80.89
226.04,1991,2,86.77,83.37,90.70
226.04,1991,3,82.47,80.04,84.89
228.02,1991,1,78.44,75.88,81.50
228.02,1991,2,79.53,76.74,82.47
228.02,1991,3,78.95,77.09,81.09
228.04,1991,1,75.67,73.75,77.77
228.04,1991,2,82.45,80.53,84.48
228.04,1991,3,79.40,77.91,80.82
229,1991,1,72.92,71.13,74.77
229,1991,2,78.30,76.81,80.00
229,1991,3,75.72,74.51,77.01
230.01,1991,1,76.19,73.82,78.74
230.01,1991,2,80.56,78.08,83.05
230.01,1991,3,78.36,76.60,80.16
230.02,1991,1,77.17,74.87,79.52
230.02,1991,2,82.42,80.06,84.93
230.02,1991,3,79.74,78.10,81.43
231,1991,1,75.64,73.27,78.15
231,1991,2,85.33,82.67,88.32
231,1991,3,80.76,78.94,82.90
232,1991,1,76.60,73.73,79.85
232,1991,2,78.99,76.36,81.86
232,1991,3,77.57,75.70,79.70
233,1991,1,76.54,74.41,78.92
233,1991,2,82.18,79.85,84.77
233,1991,3,79.35,77.62,81.05
234,1991,1,73.83,72.12,75.50
234,1991,2,82.37,79.86,85.19
234,1991,3,76.09,74.81,77.43
235.02,1991,1,77.78,75.49,80.19
235.02,1991,2,86.30,83.68,89.61
235.02,1991,3,82.04,80.13,84.11
235.03,1991,1,71.78,69.23,74.43
235.03,1991,2,78.86,76.11,81.90
235.03,1991,3,75.37,73.30,77.51
236,1991,1,77.05,74.56,80.02
236,1991,2,84.86,82.09,88.34
236,1991,3,80.73,78.70,82.89
237,1991,1,78.51,76.21,81.14
237,1991,2,83.56,81.21,86.25
237,1991,3,81.05,79.31,82.98
238.01,1991,1,80.90,78.08,84.12
238.01,1991,2,82.04,79.27,85.49
238.01,1991,3,81.50,79.43,84.01
238.02,1991,1,77.26,75.59,78.99
238.02,1991,2,82.25,80.52,84.12
238.02,1991,3,79.70,78.46,81.03
239.02,1991,1,78.86,76.25,81.91
239.02,1991,2,84.41,81.51,87.87
239.02,1991,3,81.48,79.57,83.87
240.01,1991,1,75.69,73.32,78.36
240.01,1991,2,83.35,80.48,86.42
240.01,1991,3,79.49,77.51,81.59
240.02,1991,1,75.87,73.57,78.40
240.02,1991,2,85.22,82.24,88.59
240.02,1991,3,80.40,78.49,82.40
241,1991,1,77.26,75.00,79.78
241,1991,2,82.41,80.06,84.93
241,1991,3,79.97,78.26,81.74
242,1991,1,74.78,72.48,77.06
242,1991,2,83.55,81.08,86.49
242,1991,3,78.86,77.01,80.59
243.01,1991,1,78.11,75.82,80.86
243.01,1991,2,83.16,80.31,86.08
243.01,1991,3,80.62,78.68,82.65
243.02,1991,1,77.58,75.01,80.37
243.02,1991,2,82.04,79.38,85.27
243.02,1991,3,79.73,77.78,81.84
250.02,1991,1,80.30,77.75,83.35
250.02,1991,2,83.39,80.73,86.83
250.02,1991,3,81.78,79.52,84.30
251.01,1991,1,79.13,75.70,83.32
251.01,1991,2,85.05,80.79,90.32
251.01,1991,3,81.80,79.02,85.09
260.04,1991,1,77.25,74.23,80.92
260.04,1991,2,80.55,77.61,84.47
260.04,1991,3,78.94,76.71,81.52
260.05,1991,1,72.79,70.38,75.51
260.05,1991,2,79.30,76.56,82.60
260.05,1991,3,75.83,73.99,77.88
260.06,1991,1,79.95,77.38,82.55
260.06,1991,2,83.10,80.33,86.33
260.06,1991,3,81.50,79.66,83.47
260.07,1991,1,75.03,72.44,77.98
260.07,1991,2,77.01,74.55,79.62
260.07,1991,3,76.03,74.23,77.91
260.08,1991,1,80.89,77.82,84.62
260.08,1991,2,84.42,81.24,88.84
260.08,1991,3,82.79,80.34,85.83
281.01,1991,1,76.05,73.47,79.05
281.01,1991,2,82.82,79.50,86.86
281.01,1991,3,79.68,77.37,82.58
281.02,1991,1,75.25,72.80,77.92
281.02,1991,2,79.71,77.11,82.68
281.02,1991,3,77.43,75.67,79.38
282.01,1991,1,74.12,71.83,76.83
282.01,1991,2,81.48,78.91,84.37
282.01,1991,3,77.74,75.87,79.74
282.02,1991,1,76.28,73.57,78.94
282.02,1991,2,79.55,76.96,82.39
282.02,1991,3,78.04,76.11,79.92
283,1991,1,76.35,74.25,78.54
283,1991,2,82.95,80.64,85.68
283,1991,3,79.96,78.23,81.79
284.01,1991,1,77.18,74.82,79.87
284.01,1991,2,83.36,80.59,86.59
284.01,1991,3,80.54,78.56,82.72
284.02,1991,1,77.35,74.81,80.10
284.02,1991,2,81.37,78.53,84.68
284.02,1991,3,79.45,77.64,81.43
285.01,1991,1,73.14,70.42,75.90
285.01,1991,2,80.97,77.97,84.63
285.01,1991,3,77.02,74.95,79.16
285.02,1991,1,76.65,74.92,78.45
285.02,1991,2,81.10,79.56,82.89
285.02,1991,3,78.88,77.68,80.21
286.02,1991,1,76.30,74.51,78.18
286.02,1991,2,81.47,79.60,83.48
286.02,1991,3,78.79,77.58,80.15
287.01,1991,1,76.55,74.01,79.40
287.01,1991,2,82.08,79.06,85.54
287.01,1991,3,78.74,76.94,80.91
287.06,1991,1,76.95,74.64,79.52
287.06,1991,2,82.56,80.33,85.22
287.06,1991,3,80.08,78.50,81.84
287.09,1991,1,74.69,71.70,78.18
287.09,1991,2,83.28,79.21,88.00
287.09,1991,3,79.04,76.59,81.92
287.11,1991,1,79.07,76.39,82.18
287.11,1991,2,83.82,80.85,87.59
287.11,1991,3,81.94,79.82,84.70
290.02,1991,1,72.21,70.12,74.29
290.02,1991,2,78.17,75.97,80.46
290.02,1991,3,75.42,73.89,77.06
290.04,1991,1,77.22,74.88,79.82
290.04,1991,2,80.98,78.73,83.72
290.04,1991,3,79.13,77.44,80.96
290.05,1991,1,77.36,74.33,81.06
290.05,1991,2,81.97,78.37,86.41
290.05,1991,3,79.51,76.98,82.33
291.01,1991,1,82.01,79.32,85.34
291.01,1991,2,87.35,84.15,91.35
291.01,1991,3,84.63,82.57,87.10
291.02,1991,1,74.43,72.03,77.31
291.02,1991,2,80.17,77.66,83.21
291.02,1991,3,77.11,75.24,79.27
292.01,1991,1,78.49,76.00,81.28
292.01,1991,2,81.63,79.19,84.52
292.01,1991,3,79.84,78.06,82.06
292.03,1991,1,78.19,75.11,81.74
292.03,1991,2,81.16,77.83,85.10
292.03,1991,3,79.64,77.29,82.41
292.04,1991,1,76.85,73.65,80.74
292.04,1991,2,79.27,75.96,82.97
292.04,1991,3,77.97,75.76,80.64
400.04,1991,1,80.57,77.96,83.72
400.04,1991,2,85.14,82.44,88.19
400.04,1991,3,82.74,80.74,84.89
400.05,1991,1,80.48,77.46,83.90
400.05,1991,2,82.81,79.50,86.73
400.05,1991,3,81.61,79.26,84.20
400.06,1991,1,75.71,72.22,79.54
400.06,1991,2,80.32,76.33,85.17
400.06,1991,3,77.73,75.01,80.72
401.01,1991,1,74.39,71.77,77.20
401.01,1991,2,82.95,80.04,86.24
401.01,1991,3,78.70,76.64,80.83
401.02,1991,1,73.14,70.83,75.54
401.02,1991,2,79.06,76.70,81.30
401.02,1991,3,76.20,74.62,77.95
402.02,1991,1,75.73,73.32,78.52
402.02,1991,2,81.65,78.88,84.88
402.02,1991,3,78.32,76.44,80.39
402.03,1991,1,72.96,70.39,75.58
402.03,1991,2,75.72,73.18,78.35
402.03,1991,3,74.48,72.64,76.34
403.01,1991,1,76.18,74.23,78.46
403.01,1991,2,78.84,77.01,80.79
403.01,1991,3,77.47,76.16,78.93
403.04,1991,1,75.36,72.93,77.98
403.04,1991,2,79.46,76.99,82.64
403.04,1991,3,77.26,75.48,79.18
403.05,1991,1,73.50,70.63,76.42
403.05,1991,2,79.35,76.29,82.65
403.05,1991,3,76.09,73.92,78.27
404.01,1991,1,77.93,75.38,81.04
404.01,1991,2,79.57,76.64,82.84
404.01,1991,3,78.73,76.72,80.84
404.02,1991,1,78.63,76.07,81.46
404.02,1991,2,80.25,77.61,83.11
404.02,1991,3,79.49,77.68,81.52
410.02,1991,1,76.47,73.96,79.28
410.02,1991,2,84.88,81.76,88.85
410.02,1991,3,80.15,78.02,82.33
410.04,1991,1,74.94,71.92,78.19
410.04,1991,2,80.98,77.58,85.46
410.04,1991,3,77.47,75.08,79.99
410.05,1991,1,77.45,74.55,80.69
410.05,1991,2,82.10,78.91,85.74
410.05,1991,3,79.58,77.32,82.04
410.06,1991,1,76.01,73.29,79.02
410.06,1991,2,80.13,77.32,83.13
410.06,1991,3,77.87,75.97,79.90
501.01,1991,1,74.09,72.02,76.24
501.01,1991,2,76.78,74.83,78.61
501.01,1991,3,75.44,74.03,76.88
501.02,1991,1,83.99,81.00,87.43
501.02,1991,2,85.21,82.32,89.07
501.02,1991,3,84.53,82.31,87.32
501.03,1991,1,77.62,74.83,80.62
501.03,1991,2,80.84,77.61,84.29
501.03,1991,3,79.06,76.89,81.32
502.01,1991,1,75.22,72.48,78.37
502.01,1991,2,82.85,79.50,87.30
502.01,1991,3,79.34,76.91,82.50
502.02,1991,1,80.92,78.00,83.93
502.02,1991,2,84.64,81.67,87.98
502.02,1991,3,82.80,80.67,85.00
502.03,1991,1,78.21,75.64,81.01
502.03,1991,2,79.32,76.38,82.66
502.03,1991,3,78.76,76.89,80.83
502.06,1991,1,75.92,73.60,78.52
502.06,1991,2,77.86,75.44,80.58
502.06,1991,3,76.89,75.11,78.62
502.07,1991,1,81.62,79.16,84.47
502.07,1991,2,84.73,82.11,87.67
502.07,1991,3,83.12,81.37,84.89
503.01,1991,1,79.11,75.74,83.08
503.01,1991,2,80.11,77.07,83.68
503.01,1991,3,79.30,77.08,82.09
503.03,1991,1,77.88,75.45,80.31
503.03,1991,2,85.45,82.68,88.81
503.03,1991,3,81.77,79.90,83.82
503.07,1991,1,69.98,67.81,72.22
503.07,1991,2,77.08,74.51,79.61
503.07,1991,3,73.71,72.00,75.44
503.09,1991,1,75.99,73.19,78.94
503.09,1991,2,80.63,77.86,83.80
503.09,1991,3,78.40,76.42,80.52
504.03,1991,1,80.24,77.17,83.47
504.03,1991,2,82.73,79.59,86.93
504.03,1991,3,81.26,79.02,83.86
504.05,1991,1,79.02,76.54,81.93
504.05,1991,2,84.74,81.86,87.83
504.05,1991,3,81.41,79.46,83.59
504.08,1991,1,79.76,76.84,83.28
504.08,1991,2,85.00,81.70,89.57
504.08,1991,3,82.67,80.09,86.13
504.09,1991,1,86.12,82.90,90.01
504.09,1991,2,88.45,85.10,92.57
504.09,1991,3,87.31,85.04,90.09
504.1,1991,1,79.98,77.04,83.35
504.1,1991,2,84.43,80.64,88.91
504.1,1991,3,81.91,79.57,84.52
505.01,1991,1,82.88,80.51,85.42
505.01,1991,2,83.83,81.64,86.51
505.01,1991,3,83.29,81.78,84.99
506.01,1991,1,80.72,77.35,84.85
506.01,1991,2,87.17,82.98,92.27
506.01,1991,3,84.13,81.05,87.89
506.02,1991,1,82.25,79.27,85.45
506.02,1991,2,87.90,85.09,91.39
506.02,1991,3,85.46,83.20,88.14
1.01,1996,1,76.19,74.55,77.98
1.01,1996,2,83.36,81.47,85.45
1.01,1996,3,80.19,78.83,81.72
1.02,1996,1,77.21,75.14,79.36
1.02,1996,2,82.72,80.24,85.24
1.02,1996,3,80.26,78.33,82.22
2.01,1996,1,79.78,77.48,82.48
2.01,1996,2,83.79,81.43,86.61
2.01,1996,3,81.93,80.23,83.96
2.04,1996,1,76.54,74.77,78.36
2.04,1996,2,81.96,80.27,83.56
2.04,1996,3,79.32,78.11,80.69
3.01,1996,1,77.26,74.49,80.09
3.01,1996,2,84.79,81.99,88.19
3.01,1996,3,81.23,79.15,83.47
3.02,1996,1,75.56,73.09,78.07
3.02,1996,2,77.84,75.99,79.74
3.02,1996,3,76.53,75.02,77.99
4.01,1996,1,74.35,72.51,76.33
4.01,1996,2,78.77,77.30,80.27
4.01,1996,3,76.51,75.31,77.75
5,1996,1,77.22,74.94,79.72
5,1996,2,84.33,81.52,87.45
5,1996,3,81.11,79.15,83.18
6.01,1996,1,80.32,78.10,82.86
6.01,1996,2,88.38,85.71,91.64
6.01,1996,3,84.74,82.80,87.02
6.02,1996,1,74.54,72.50,76.64
6.02,1996,2,78.72,76.87,80.65
6.02,1996,3,76.74,75.30,78.24
7.01,1996,1,80.05,78.02,82.19
7.01,1996,2,85.51,83.07,88.03
7.01,1996,3,83.03,81.36,84.79
7.02,1996,1,78.79,76.92,80.83
7.02,1996,2,79.86,78.18,81.71
7.02,1996,3,79.31,78.05,80.63
8.01,1996,1,82.90,79.33,87.05
8.01,1996,2,86.69,83.04,91.46
8.01,1996,3,84.73,81.81,87.92
8.02,1996,1,78.48,76.44,80.72
8.02,1996,2,81.09,79.10,83.29
8.02,1996,3,79.77,78.29,81.27
9,1996,1,79.90,78.06,81.95
9,1996,2,87.14,84.86,89.49
9,1996,3,84.08,82.53,85.79
10.02,1996,1,79.59,77.75,81.59
10.02,1996,2,85.32,83.19,87.65
10.02,1996,3,82.49,81.08,84.02
11,1996,1,79.83,77.48,82.43
11,1996,2,85.83,83.43,88.48
11,1996,3,83.00,81.36,84.81
13.01,1996,1,77.27,75.04,79.72
13.01,1996,2,84.66,82.20,87.49
13.01,1996,3,80.86,79.14,82.68
13.03,1996,1,78.49,76.06,81.02
13.03,1996,2,84.54,82.04,87.64
13.03,1996,3,81.71,79.87,83.85
13.04,1996,1,79.27,76.68,82.04
13.04,1996,2,83.65,81.12,86.52
13.04,1996,3,81.58,79.75,83.68
14.02,1996,1,77.68,75.45,80.06
14.02,1996,2,83.83,81.61,86.31
14.02,1996,3,80.80,79.13,82.55
15.01,1996,1,80.44,78.12,83.11
15.01,1996,2,84.03,81.76,86.77
15.01,1996,3,82.26,80.53,84.08
15.02,1996,1,75.99,73.83,78.23
15.02,1996,2,83.34,81.23,85.89
15.02,1996,3,79.71,78.04,81.39
16.01,1996,1,76.68,74.42,79.19
16.01,1996,2,83.37,80.79,86.46
16.01,1996,3,79.99,78.19,82.00
16.05,1996,1,78.39,75.95,81.10
16.05,1996,2,84.54,81.78,88.04
16.05,1996,3,81.64,79.71,83.88
17.01,1996,1,78.08,76.04,80.36
17.01,1996,2,84.40,82.18,87.22
17.01,1996,3,81.18,79.70,82.85
17.02,1996,1,78.77,76.49,81.32
17.02,1996,2,81.51,79.08,84.06
17.02,1996,3,80.21,78.51,82.09
18.02,1996,1,77.70,75.83,79.80
18.02,1996,2,83.35,81.31,85.62
18.02,1996,3,80.51,79.08,82.00
19,1996,1,76.63,74.64,78.77
19,1996,2,82.11,80.07,84.36
19,1996,3,79.56,78.11,81.16
20,1996,1,78.35,76.78,79.95
20,1996,2,83.05,81.55,84.57
20,1996,3,80.86,79.73,82.02
21,1996,1,81.07,78.79,83.73
21,1996,2,84.11,82.16,86.62
21,1996,3,82.70,81.21,84.37
23,1996,1,79.90,78.03,81.90
23,1996,2,83.04,81.12,85.00
23,1996,3,81.69,80.22,83.06
24,1996,1,80.99,78.87,83.26
24,1996,2,84.53,82.54,86.86
24,1996,3,82.80,81.38,84.44
25,1996,1,81.13,79.29,83.13
25,1996,2,83.85,82.27,85.65
25,1996,3,82.56,81.26,83.91
26,1996,1,79.80,77.80,81.95
26,1996,2,87.48,85.00,90.02
26,1996,3,83.79,82.15,85.50
27.01,1996,1,79.08,77.01,81.27
27.01,1996,2,85.66,83.55,87.86
27.01,1996,3,82.63,81.13,84.18
27.02,1996,1,76.80,74.77,78.79
27.02,1996,2,84.91,83.35,86.48
27.02,1996,3,81.31,80.13,82.58
28,1996,1,78.12,75.95,80.38
28,1996,2,83.61,81.38,86.02
28,1996,3,80.88,79.29,82.62
29,1996,1,70.70,69.03,72.36
29,1996,2,77.96,76.40,79.66
29,1996,3,74.10,72.91,75.33
30,1996,1,78.23,76.18,80.58
30,1996,2,82.94,80.68,85.41
30,1996,3,80.63,79.13,82.26
31.01,1996,1,78.16,75.94,80.53
31.01,1996,2,83.70,81.35,86.43
31.01,1996,3,80.98,79.39,82.88
31.02,1996,1,76.37,74.05,78.97
31.02,1996,2,83.77,81.14,86.88
31.02,1996,3,79.99,78.13,82.21
32,1996,1,76.89,74.60,79.10
32,1996,2,83.85,81.77,86.13
32,1996,3,80.40,78.81,82.04
33.01,1996,1,76.49,74.30,79.06
33.01,1996,2,83.97,81.32,87.08
33.01,1996,3,80.10,78.36,82.04
33.02,1996,1,77.24,75.12,79.58
33.02,1996,2,83.53,81.39,85.95
33.02,1996,3,80.34,78.80,82.03
34.02,1996,1,76.04,73.87,78.25
34.02,1996,2,80.24,78.11,82.75
34.02,1996,3,78.25,76.72,79.96
35.01,1996,1,78.47,76.00,81.25
35.01,1996,2,83.51,81.25,86.04
35.01,1996,3,81.01,79.20,82.85
35.02,1996,1,77.29,75.19,79.40
35.02,1996,2,82.42,80.22,84.79
35.02,1996,3,79.92,78.45,81.53
36.01,1996,1,77.41,75.44,79.60
36.01,1996,2,81.64,79.54,83.78
36.01,1996,3,79.55,78.03,81.09
36.02,1996,1,77.16,74.88,79.43
36.02,1996,2,82.32,79.94,84.89
36.02,1996,3,79.67,78.11,81.36
37.01,1996,1,74.19,71.93,76.70
37.01,1996,2,83.81,81.02,86.88
37.01,1996,3,78.76,76.96,80.83
37.02,1996,1,72.85,70.47,75.52
37.02,1996,2,80.65,78.12,83.43
37.02,1996,3,76.62,74.73,78.51
38,1996,1,67.96,65.79,70.00
38,1996,2,78.22,75.96,80.78
38,1996,3,72.56,70.86,74.16
39.01,1996,1,72.97,70.80,75.44
39.01,1996,2,82.18,79.59,85.16
39.01,1996,3,77.75,75.97,79.72
39.02,1996,1,68.71,66.79,70.70
39.02,1996,2,76.14,74.42,77.98
39.02,1996,3,72.93,71.60,74.29
40.01,1996,1,76.97,74.27,79.97
40.01,1996,2,86.98,84.20,90.18
40.01,1996,3,82.95,80.85,85.37
40.02,1996,1,75.76,73.28,78.18
40.02,1996,2,84.23,82.12,86.60
40.02,1996,3,80.81,79.06,82.74
41.01,1996,1,76.81,74.76,78.77
41.01,1996,2,80.84,79.00,82.75
41.01,1996,3,79.15,77.75,80.62
41.02,1996,1,70.34,67.77,72.96
41.02,1996,2,86.21,83.28,89.49
41.02,1996,3,78.12,75.99,80.24
42,1996,1,78.42,76.40,80.71
42,1996,2,85.67,83.48,88.23
42,1996,3,82.18,80.70,83.94
43.02,1996,1,80.98,78.82,83.65
43.02,1996,2,85.46,83.37,87.95
43.02,1996,3,83.51,81.86,85.39
44,1996,1,79.69,77.50,82.02
44,1996,2,87.16,84.63,90.07
44,1996,3,83.74,82.09,85.62
45.01,1996,1,77.68,75.40,79.97
45.01,1996,2,83.37,81.13,85.96
45.01,1996,3,80.52,79.01,82.25
45.02,1996,1,78.25,76.13,80.70
45.02,1996,2,83.05,80.64,85.54
45.02,1996,3,80.83,79.12,82.56
46,1996,1,76.35,74.27,78.77
46,1996,2,85.34,82.42,88.73
46,1996,3,81.03,79.04,83.13
47.01,1996,1,76.88,75.13,78.72
47.01,1996,2,81.23,79.48,83.02
47.01,1996,3,79.35,78.01,80.68
48,1996,1,75.46,73.24,77.69
48,1996,2,85.34,82.89,88.18
48,1996,3,80.83,79.14,82.74
49.01,1996,1,71.48,69.22,73.65
49.01,1996,2,78.00,76.04,80.14
49.01,1996,3,74.70,73.21,76.23
49.02,1996,1,77.82,75.42,80.31
49.02,1996,2,82.87,80.97,84.90
49.02,1996,3,80.69,79.14,82.33
50.02,1996,1,72.15,69.75,74.76
50.02,1996,2,80.83,78.16,83.83
50.02,1996,3,76.31,74.50,78.18
50.03,1996,1,69.79,67.45,72.37
50.03,1996,2,76.06,73.87,78.56
50.03,1996,3,72.64,70.85,74.41
50.04,1996,1,71.08,68.40,73.61
50.04,1996,2,83.32,79.91,87.21
50.04,1996,3,75.81,73.80,77.91
51.01,1996,1,76.69,74.28,79.32
51.01,1996,2,85.46,82.32,89.30
51.01,1996,3,80.83,78.89,83.02
51.02,1996,1,74.75,72.73,76.92
51.02,1996,2,80.29,78.29,82.34
51.02,1996,3,77.54,76.09,79.06
52.01,1996,1,75.16,73.14,77.42
52.01,1996,2,82.29,80.16,84.73
52.01,1996,3,78.59,77.00,80.20
52.02,1996,1,76.20,74.11,78.51
52.02,1996,2,82.99,80.96,85.67
52.02,1996,3,79.60,78.05,81.37
53.01,1996,1,74.04,71.85,76.33
53.01,1996,2,80.97,78.81,83.47
53.01,1996,3,77.43,75.75,79.13
53.02,1996,1,77.77,75.29,80.67
53.02,1996,2,82.22,79.82,84.74
53.02,1996,3,80.04,78.30,81.88
54.01,1996,1,61.19,59.36,63.10
54.01,1996,2,78.32,75.56,81.10
54.01,1996,3,66.76,65.10,68.38
54.02,1996,1,76.89,74.73,79.50
54.02,1996,2,83.06,80.72,85.91
54.02,1996,3,79.95,78.36,81.79
55.01,1996,1,72.66,70.07,75.26
55.01,1996,2,81.80,78.86,84.69
55.01,1996,3,76.70,74.81,78.76
55.02,1996,1,71.57,69.05,74.17
55.02,1996,2,79.15,76.30,82.41
